varnumber,varname,codevalue,valuelabel,frequency,percent
10361,PEO1ISTR,1,Yes,"4,448",63.13
10361,PEO1ISTR,0,Implied no,"2,598",36.87
10366,PEO2ISTR,1,Yes,"4,860",68.98
10366,PEO2ISTR,0,Implied no,"2,186",31.02
10371,PEO3ISTR,1,Yes,847,12.02
10371,PEO3ISTR,0,Implied no,"2,298",32.61
10371,PEO3ISTR,-2,Not applicable,"3,901",55.36
10376,PEO4ISTR,1,Yes,"1,094",15.53
10376,PEO4ISTR,0,Implied no,"5,952",84.47
10381,PEO5ISTR,1,Yes,"1,255",17.81
10381,PEO5ISTR,0,Implied no,"5,791",82.19
10386,PEO6ISTR,1,Yes,372,5.28
10386,PEO6ISTR,0,Implied no,"6,674",94.72
10391,CNTLAFFI,1,Public,"2,063",29.28
10391,CNTLAFFI,2,Private for-profit,"3,037",43.1
10391,CNTLAFFI,3,Private not-for-profit (no religious affiliation),1019,14.46
10391,CNTLAFFI,4,Private not-for-profit (religious affiliation),927,13.16
10396,PUBPRIME,1,Federal,17,0.24
10396,PUBPRIME,2,State,1536,21.8
10396,PUBPRIME,3,Territorial,8,0.11
10396,PUBPRIME,4,School district,235,3.34
10396,PUBPRIME,5,County,92,1.31
10396,PUBPRIME,7,City,13,0.18
10396,PUBPRIME,8,Special district,114,1.62
10396,PUBPRIME,9,Other,48,0.68
10396,PUBPRIME,-2,Not applicable,4983,70.72
10401,PUBSECON,1,Federal,16,0.23
10401,PUBSECON,2,State,142,2.02
10401,PUBSECON,3,Territorial,8,0.11
10401,PUBSECON,4,School district,83,1.18
10401,PUBSECON,5,County,54,0.77
10401,PUBSECON,6,Township,1,0.01
10401,PUBSECON,7,City,5,0.07
10401,PUBSECON,8,Special district,23,0.33
10401,PUBSECON,9,Other,40,0.57
10401,PUBSECON,0,Implied no,1689,23.97
10401,PUBSECON,-1,Not reported,2,0.03
10401,PUBSECON,-2,Not applicable,4983,70.72
10406,RELAFFIL,51,African Methodist Episcopal,6,0.09
10406,RELAFFIL,24,African Methodist Episcopal Zion Church,3,0.04
10406,RELAFFIL,52,American Baptist,19,0.27
10406,RELAFFIL,22,American Evangelical Lutheran Church,1,0.01
10406,RELAFFIL,27,Assemblies of God Church,14,0.2
10406,RELAFFIL,54,Baptist,66,0.94
10406,RELAFFIL,28,Brethren Church,3,0.04
10406,RELAFFIL,34,Christ and Missionary Alliance Church,4,0.06
10406,RELAFFIL,61,Christian Church (Disciples of Christ),18,0.26
10406,RELAFFIL,48,Christian Churches and Churches of Christ,17,0.24
10406,RELAFFIL,55,Christian Methodist Episcopal,4,0.06
10406,RELAFFIL,35,Christian Reformed Church,3,0.04
10406,RELAFFIL,58,Church of Brethren,6,0.09
10406,RELAFFIL,57,Church of God,10,0.14
10406,RELAFFIL,59,Church of the Nazarene,10,0.14
10406,RELAFFIL,74,Churches of Christ,18,0.26
10406,RELAFFIL,60,Cumberland Presbyterian,2,0.03
10406,RELAFFIL,50,"Episcopal Church, Reformed",2,0.03
10406,RELAFFIL,102,Evangelical Christian,3,0.04
10406,RELAFFIL,36,Evangelical Congregational Church,1,0.01
10406,RELAFFIL,37,Evangelical Covenant Church of America,2,0.03
10406,RELAFFIL,38,Evangelical Free Church of America,2,0.03
10406,RELAFFIL,39,Evangelical Lutheran Church,28,0.4
10406,RELAFFIL,64,Free Methodist,5,0.07
10406,RELAFFIL,41,Free Will Baptist Church,3,0.04
10406,RELAFFIL,65,Friends,7,0.1
10406,RELAFFIL,105,General Baptist,1,0.01
10406,RELAFFIL,91,Greek Orthodox,1,0.01
10406,RELAFFIL,42,Interdenominational,40,0.57
10406,RELAFFIL,80,Jewish,35,0.5
10406,RELAFFIL,94,Latter Day Saints (Mormon Church),4,0.06
10406,RELAFFIL,68,Lutheran Church - Missouri Synod,12,0.17
10406,RELAFFIL,67,Lutheran Church in America,3,0.04
10406,RELAFFIL,43,Mennonite Brethren Church,2,0.03
10406,RELAFFIL,69,Mennonite Church,6,0.09
10406,RELAFFIL,87,Missionary Church Inc,1,0.01
10406,RELAFFIL,44,Moravian Church,2,0.03
10406,RELAFFIL,78,Multiple Protestant Denomination,6,0.09
10406,RELAFFIL,106,Muslim,1,0.01
10406,RELAFFIL,45,North American Baptist,1,0.01
10406,RELAFFIL,100,Original Free Will Baptist,1,0.01
10406,RELAFFIL,79,Other Protestant,27,0.38
10406,RELAFFIL,47,Pentecostal Holiness Church,3,0.04
10406,RELAFFIL,103,Presbyterian,2,0.03
10406,RELAFFIL,66,Presbyterian Church (USA),55,0.78
10406,RELAFFIL,73,Protestant Episcopal,9,0.13
10406,RELAFFIL,77,"Protestant, not specified",1,0.01
10406,RELAFFIL,49,Reformed Church in America,5,0.07
10406,RELAFFIL,81,Reformed Presbyterian Church,3,0.04
10406,RELAFFIL,30,Roman Catholic,252,3.58
10406,RELAFFIL,92,Russian Orthodox,1,0.01
10406,RELAFFIL,95,Seventh Day Adventist,14,0.2
10406,RELAFFIL,75,Southern Baptist,25,0.35
10406,RELAFFIL,97,The Presbyterian Church in America,2,0.03
10406,RELAFFIL,88,Undenominational,22,0.31
10406,RELAFFIL,93,Unitarian Universalist,2,0.03
10406,RELAFFIL,84,United Brethren Church,1,0.01
10406,RELAFFIL,76,United Church of Christ,14,0.2
10406,RELAFFIL,71,United Methodist,95,1.35
10406,RELAFFIL,89,Wesleyan,7,0.1
10406,RELAFFIL,33,Wisconsin Evangelical Lutheran Synod,2,0.03
10406,RELAFFIL,99,Other (none of the above),12,0.17
10406,RELAFFIL,-2,Not applicable,6119,86.84
10411,LEVEL1,1,Yes,3473,49.29
10411,LEVEL1,0,Implied no,3573,50.71
10416,LEVEL2,1,Yes,4401,62.46
10416,LEVEL2,0,Implied no,2645,37.54
10421,LEVEL3,1,Yes,3151,44.72
10421,LEVEL3,0,Implied no,3895,55.28
10426,LEVEL4,1,Yes,892,12.66
10426,LEVEL4,0,Implied no,6154,87.34
10431,LEVEL5,1,Yes,2708,38.43
10431,LEVEL5,0,Implied no,2478,35.17
10431,LEVEL5,-2,Not applicable,1860,26.4
10436,LEVEL6,1,Yes,1043,14.8
10436,LEVEL6,0,Implied no,4143,58.8
10436,LEVEL6,-2,Not applicable,1860,26.4
10441,LEVEL7,1,Yes,2140,30.37
10441,LEVEL7,0,Implied no,3046,43.23
10441,LEVEL7,-2,Not applicable,1860,26.4
10446,LEVEL8,1,Yes,756,10.73
10446,LEVEL8,0,Implied no,4430,62.87
10446,LEVEL8,-2,Not applicable,1860,26.4
10466,LEVEL12,1,Yes,2,0.03
10466,LEVEL12,0,Implied no,7044,99.97
10452,LEVEL17,1,Yes,806,11.44
10452,LEVEL17,0,Implied no,4380,62.16
10452,LEVEL17,-2,Not applicable,1860,26.4
10453,LEVEL18,1,Yes,791,11.23
10453,LEVEL18,0,Implied no,4395,62.38
10453,LEVEL18,-2,Not applicable,1860,26.4
10454,LEVEL19,1,Yes,162,2.3
10454,LEVEL19,0,Implied no,5024,71.3
10454,LEVEL19,-2,Not applicable,1860,26.4
10901,CALSYS,1,Semester,3244,46.04
10901,CALSYS,2,Quarter,576,8.17
10901,CALSYS,3,Trimester,146,2.07
10901,CALSYS,4,Four-one-four plan,122,1.73
10901,CALSYS,5,Other academic year,320,4.54
10901,CALSYS,6,Differs by program,908,12.89
10901,CALSYS,7,Continuous,1656,23.5
10901,CALSYS,-2,Not applicable,74,1.05
10926,FT_UG,1,Yes,6616,93.9
10926,FT_UG,2,No,356,5.05
10926,FT_UG,-2,Not applicable,74,1.05
10931,FT_FTUG,1,Yes,6373,90.45
10931,FT_FTUG,2,No,599,8.5
10931,FT_FTUG,-2,Not applicable,74,1.05
15301,FTGDNIDP,1,Yes,2122,30.12
15301,FTGDNIDP,2,No,1871,26.55
15301,FTGDNIDP,-2,Not applicable,3053,43.33
10946,PT_UG,1,Yes,4792,68.01
10946,PT_UG,2,No,2180,30.94
10946,PT_UG,-2,Not applicable,74,1.05
10951,PT_FTUG,1,Yes,4195,59.54
10951,PT_FTUG,2,No,2777,39.41
10951,PT_FTUG,-2,Not applicable,74,1.05
15306,PTGDNIDP,1,Yes,1961,27.83
15306,PTGDNIDP,2,No,2032,28.84
15306,PTGDNIDP,-2,Not applicable,3053,43.33
15311,DOCPP,1,Yes,753,10.69
15311,DOCPP,-2,Not applicable,6293,89.31
15316,DOCPPSP,1,Yes,405,5.75
15316,DOCPPSP,2,No,348,4.94
15316,DOCPPSP,-2,Not applicable,6293,89.31
10516,OPENADMP,1,Yes,4289,60.87
10516,OPENADMP,2,No,2129,30.22
10516,OPENADMP,-2,Not applicable,628,8.91
16141,VET1,1,Yes,3179,45.12
16141,VET1,0,Implied no,3773,53.55
16141,VET1,-1,Not reported,20,0.28
16141,VET1,-2,Not applicable,74,1.05
16142,VET2,1,Yes,3227,45.8
16142,VET2,0,Implied no,3725,52.87
16142,VET2,-1,Not reported,20,0.28
16142,VET2,-2,Not applicable,74,1.05
16143,VET3,1,Yes,3571,50.68
16143,VET3,0,Implied no,3381,47.98
16143,VET3,-1,Not reported,20,0.28
16143,VET3,-2,Not applicable,74,1.05
16144,VET4,1,Yes,1660,23.56
16144,VET4,0,Implied no,5292,75.11
16144,VET4,-1,Not reported,20,0.28
16144,VET4,-2,Not applicable,74,1.05
16145,VET5,1,Yes,2025,28.74
16145,VET5,0,Implied no,4927,69.93
16145,VET5,-1,Not reported,20,0.28
16145,VET5,-2,Not applicable,74,1.05
16149,VET9,1,Yes,1782,25.29
16149,VET9,0,Implied no,5170,73.37
16149,VET9,-1,Not reported,20,0.28
16149,VET9,-2,Not applicable,74,1.05
10681,CREDITS1,1,Yes,3194,45.33
10681,CREDITS1,0,Implied no,3758,53.34
10681,CREDITS1,-1,Not reported,20,0.28
10681,CREDITS1,-2,Not applicable,74,1.05
10686,CREDITS2,1,Yes,2279,32.34
10686,CREDITS2,0,Implied no,4673,66.32
10686,CREDITS2,-1,Not reported,20,0.28
10686,CREDITS2,-2,Not applicable,74,1.05
10691,CREDITS3,1,Yes,3504,49.73
10691,CREDITS3,0,Implied no,3448,48.94
10691,CREDITS3,-1,Not reported,20,0.28
10691,CREDITS3,-2,Not applicable,74,1.05
10696,CREDITS4,1,Yes,2985,42.36
10696,CREDITS4,0,Implied no,3967,56.3
10696,CREDITS4,-1,Not reported,20,0.28
10696,CREDITS4,-2,Not applicable,74,1.05
10721,SLO5,1,Yes,1053,14.94
10721,SLO5,0,Implied no,5899,83.72
10721,SLO5,-1,Not reported,20,0.28
10721,SLO5,-2,Not applicable,74,1.05
10726,SLO51,1,Yes,970,13.77
10726,SLO51,0,Implied no,5982,84.9
10726,SLO51,-1,Not reported,20,0.28
10726,SLO51,-2,Not applicable,74,1.05
10731,SLO52,1,Yes,167,2.37
10731,SLO52,0,Implied no,6785,96.3
10731,SLO52,-1,Not reported,20,0.28
10731,SLO52,-2,Not applicable,74,1.05
10736,SLO53,1,Yes,602,8.54
10736,SLO53,0,Implied no,6350,90.12
10736,SLO53,-1,Not reported,20,0.28
10736,SLO53,-2,Not applicable,74,1.05
10741,SLO6,1,Yes,2014,28.58
10741,SLO6,0,Implied no,4938,70.08
10741,SLO6,-1,Not reported,20,0.28
10741,SLO6,-2,Not applicable,74,1.05
10746,SLO7,1,Yes,3356,47.63
10746,SLO7,0,Implied no,3596,51.04
10746,SLO7,-1,Not reported,20,0.28
10746,SLO7,-2,Not applicable,74,1.05
10751,SLO8,1,Yes,1651,23.43
10751,SLO8,0,Implied no,5301,75.23
10751,SLO8,-1,Not reported,20,0.28
10751,SLO8,-2,Not applicable,74,1.05
10756,SLO81,1,Yes,1185,16.82
10756,SLO81,0,Implied no,5767,81.85
10756,SLO81,-1,Not reported,20,0.28
10756,SLO81,-2,Not applicable,74,1.05
10761,SLO82,1,Yes,196,2.78
10761,SLO82,0,Implied no,6756,95.88
10761,SLO82,-1,Not reported,20,0.28
10761,SLO82,-2,Not applicable,74,1.05
10766,SLO83,1,Yes,1396,19.81
10766,SLO83,0,Implied no,5556,78.85
10766,SLO83,-1,Not reported,20,0.28
10766,SLO83,-2,Not applicable,74,1.05
10771,SLO9,1,Yes,2448,34.74
10771,SLO9,0,Implied no,4504,63.92
10771,SLO9,-1,Not reported,20,0.28
10771,SLO9,-2,Not applicable,74,1.05
10776,YRSCOLL,1,One,31,0.44
10776,YRSCOLL,2,Two,264,3.75
10776,YRSCOLL,3,Three,36,0.51
10776,YRSCOLL,4,Four,265,3.76
10776,YRSCOLL,5,Five,8,0.11
10776,YRSCOLL,6,Six,2,0.03
10776,YRSCOLL,7,Seven,1,0.01
10776,YRSCOLL,8,Eight,1,0.01
10776,YRSCOLL,-1,Not reported,20,0.28
10776,YRSCOLL,-2,Not applicable,6418,91.09
10781,STUSRV1,1,Yes,3727,52.9
10781,STUSRV1,0,Implied no,3225,45.77
10781,STUSRV1,-1,Not reported,20,0.28
10781,STUSRV1,-2,Not applicable,74,1.05
10786,STUSRV2,1,Yes,6313,89.6
10786,STUSRV2,0,Implied no,639,9.07
10786,STUSRV2,-1,Not reported,20,0.28
10786,STUSRV2,-2,Not applicable,74,1.05
10791,STUSRV3,1,Yes,4726,67.07
10791,STUSRV3,0,Implied no,2226,31.59
10791,STUSRV3,-1,Not reported,20,0.28
10791,STUSRV3,-2,Not applicable,74,1.05
10796,STUSRV4,1,Yes,5600,79.48
10796,STUSRV4,0,Implied no,1352,19.19
10796,STUSRV4,-1,Not reported,20,0.28
10796,STUSRV4,-2,Not applicable,74,1.05
10801,STUSRV8,1,Yes,978,13.88
10801,STUSRV8,0,Implied no,5974,84.79
10801,STUSRV8,-1,Not reported,20,0.28
10801,STUSRV8,-2,Not applicable,74,1.05
10806,STUSRV9,1,Yes,204,2.9
10806,STUSRV9,0,Implied no,6748,95.77
10806,STUSRV9,-1,Not reported,20,0.28
10806,STUSRV9,-2,Not applicable,74,1.05
16151,LIBRES1,1,Yes,5066,71.9
16151,LIBRES1,0,Implied no,1886,26.77
16151,LIBRES1,-1,Not reported,20,0.28
16151,LIBRES1,-2,Not applicable,74,1.05
16153,LIBRES2,1,Yes,5622,79.79
16153,LIBRES2,0,Implied no,1330,18.88
16153,LIBRES2,-1,Not reported,20,0.28
16153,LIBRES2,-2,Not applicable,74,1.05
16155,LIBRES3,1,Yes,5953,84.49
16155,LIBRES3,0,Implied no,999,14.18
16155,LIBRES3,-1,Not reported,20,0.28
16155,LIBRES3,-2,Not applicable,74,1.05
16157,LIBRES4,1,Yes,4889,69.39
16157,LIBRES4,0,Implied no,2063,29.28
16157,LIBRES4,-1,Not reported,20,0.28
16157,LIBRES4,-2,Not applicable,74,1.05
16159,LIBRES5,1,Yes,4562,64.75
16159,LIBRES5,0,Implied no,2390,33.92
16159,LIBRES5,-1,Not reported,20,0.28
16159,LIBRES5,-2,Not applicable,74,1.05
16161,LIBRES6,1,Yes,3551,50.4
16161,LIBRES6,0,Implied no,3401,48.27
16161,LIBRES6,-1,Not reported,20,0.28
16161,LIBRES6,-2,Not applicable,74,1.05
16163,LIBRES9,1,Yes,518,7.35
16163,LIBRES9,0,Implied no,6434,91.31
16163,LIBRES9,-1,Not reported,20,0.28
16163,LIBRES9,-2,Not applicable,74,1.05
15241,TUITPL,1,Yes,6227,88.38
15241,TUITPL,2,No,725,10.29
15241,TUITPL,-1,Not reported,20,0.28
15241,TUITPL,-2,Not applicable,74,1.05
15244,TUITPL1,1,Yes,567,8.05
15244,TUITPL1,0,Implied no,6385,90.62
15244,TUITPL1,-1,Not reported,20,0.28
15244,TUITPL1,-2,Not applicable,74,1.05
15247,TUITPL2,1,Yes,496,7.04
15247,TUITPL2,0,Implied no,6456,91.63
15247,TUITPL2,-1,Not reported,20,0.28
15247,TUITPL2,-2,Not applicable,74,1.05
15250,TUITPL3,1,Yes,6036,85.67
15250,TUITPL3,0,Implied no,916,13
15250,TUITPL3,-1,Not reported,20,0.28
15250,TUITPL3,-2,Not applicable,74,1.05
15253,TUITPL4,1,Yes,147,2.09
15253,TUITPL4,0,Implied no,6805,96.58
15253,TUITPL4,-1,Not reported,20,0.28
15253,TUITPL4,-2,Not applicable,74,1.05
15400,DISTCRS,1,Yes,3573,50.71
15400,DISTCRS,2,No,3379,47.96
15400,DISTCRS,-1,Not reported,20,0.28
15400,DISTCRS,-2,Not applicable,74,1.05
15401,DISTNCED,1,Yes,57,0.81
15401,DISTNCED,2,No,6895,97.86
15401,DISTNCED,-1,Not reported,20,0.28
15401,DISTNCED,-2,Not applicable,74,1.05
15406,DSTNCED1,1,Yes,3343,47.45
15406,DSTNCED1,0,Implied no,3609,51.22
15406,DSTNCED1,-1,Not reported,20,0.28
15406,DSTNCED1,-2,Not applicable,74,1.05
15411,DSTNCED2,1,Yes,1740,24.69
15411,DSTNCED2,0,Implied no,5212,73.97
15411,DSTNCED2,-1,Not reported,20,0.28
15411,DSTNCED2,-2,Not applicable,74,1.05
15416,DSTNCED3,1,Yes,3379,47.96
15416,DSTNCED3,0,Implied no,3573,50.71
15416,DSTNCED3,-1,Not reported,20,0.28
15416,DSTNCED3,-2,Not applicable,74,1.05
24566,DISAB,1,3 percent or less,5294,75.13
24566,DISAB,2,More than 3 percent,1336,18.96
24566,DISAB,-1,Not reported,20,0.28
24566,DISAB,-2,Not applicable,396,5.62
15066,ALLONCAM,1,Yes,74,1.05
15066,ALLONCAM,2,No,6283,89.17
15066,ALLONCAM,-1,Not reported,20,0.28
15066,ALLONCAM,-2,Not applicable,669,9.49
10961,TUITVARY,1,Yes,1570,22.28
10961,TUITVARY,2,No,2829,40.15
10961,TUITVARY,-1,Not reported,20,0.28
10961,TUITVARY,-2,Not applicable,2627,37.28
10966,ROOM,1,Yes,2153,30.56
10966,ROOM,2,No,4799,68.11
10966,ROOM,-1,Not reported,20,0.28
10966,ROOM,-2,Not applicable,74,1.05
10976,BOARD,1,"Yes, number of meals in the maximum meal plan offered",1115,15.82
10976,BOARD,2,"Yes, number of meals per week can vary",781,11.08
10976,BOARD,3,No,5056,71.76
10976,BOARD,-1,Not reported,20,0.28
10976,BOARD,-2,Not applicable,74,1.05
10816,ATHASSOC,1,Yes,2031,28.82
10816,ATHASSOC,2,No,2532,35.94
10816,ATHASSOC,-1,Not reported,20,0.28
10816,ATHASSOC,-2,Not applicable,2463,34.96
10821,ASSOC1,1,Yes,1134,16.09
10821,ASSOC1,0,Implied no,3429,48.67
10821,ASSOC1,-1,Not reported,20,0.28
10821,ASSOC1,-2,Not applicable,2463,34.96
10826,ASSOC2,1,Yes,247,3.51
10826,ASSOC2,0,Implied no,4316,61.25
10826,ASSOC2,-1,Not reported,20,0.28
10826,ASSOC2,-2,Not applicable,2463,34.96
10831,ASSOC3,1,Yes,500,7.1
10831,ASSOC3,0,Implied no,4063,57.66
10831,ASSOC3,-1,Not reported,20,0.28
10831,ASSOC3,-2,Not applicable,2463,34.96
10836,ASSOC4,1,Yes,63,0.89
10836,ASSOC4,0,Implied no,4500,63.87
10836,ASSOC4,-1,Not reported,20,0.28
10836,ASSOC4,-2,Not applicable,2463,34.96
10841,ASSOC5,1,Yes,94,1.33
10841,ASSOC5,0,Implied no,4469,63.43
10841,ASSOC5,-1,Not reported,20,0.28
10841,ASSOC5,-2,Not applicable,2463,34.96
10846,ASSOC6,1,Yes,125,1.77
10846,ASSOC6,0,Implied no,4438,62.99
10846,ASSOC6,-1,Not reported,20,0.28
10846,ASSOC6,-2,Not applicable,2463,34.96
10851,SPORT1,1,Yes,774,10.98
10851,SPORT1,2,No,4258,60.43
10851,SPORT1,-1,Not reported,20,0.28
10851,SPORT1,-2,Not applicable,1994,28.3
10856,CONFNO1,372,American Athletic Conference,11,0.16
10856,CONFNO1,204,American Southwest Conference,8,0.11
10856,CONFNO1,103,Atlantic 10 Conference,1,0.01
