varnumber,varname,codevalue,valuelabel,frequency,percent
10876,CONFNO3,175,Heartland Collegiate Athletic Conference,10,0.14
10876,CONFNO3,209,Heartland Conference,9,0.13
10876,CONFNO3,122,Horizon League,6,0.09
10876,CONFNO3,308,Independent Great Lakes Region,2,0.03
10876,CONFNO3,318,Independent Mid-South Region,2,0.03
10876,CONFNO3,322,Independent Midwest Region,3,0.04
10876,CONFNO3,327,Independent Northeast Region,2,0.03
10876,CONFNO3,335,Independent Southeast Region,5,0.07
10876,CONFNO3,176,Iowa Intercollegiate Athletic Conf,9,0.13
10876,CONFNO3,117,Ivy Group,8,0.11
10876,CONFNO3,309,Kansas Collegiate Athletic Conf,9,0.13
10876,CONFNO3,314,Kentucky Intercollegiate Ath Conf,8,0.11
10876,CONFNO3,361,Landmark Conference,7,0.1
10876,CONFNO3,178,Little East Conference,8,0.11
10876,CONFNO3,147,Lone Star Conference,7,0.1
10876,CONFNO3,179,Massachusetts State College Ath Assoc,8,0.11
10876,CONFNO3,118,Metro Atlantic Athletic Conference,11,0.16
10876,CONFNO3,180,Michigan Intercollegiate Athletic Assoc,8,0.11
10876,CONFNO3,148,Mid-America Intercollegiate Ath Assoc,14,0.2
10876,CONFNO3,119,Mid-American Conference,11,0.16
10876,CONFNO3,121,Mid-Eastern Athletic Conference,9,0.13
10876,CONFNO3,315,Mid-South Conference,8,0.11
10876,CONFNO3,181,Middle Atlantic States Athletic Corporation,9,0.13
10876,CONFNO3,310,Midlands Collegiate Athletic Conf,1,0.01
10876,CONFNO3,321,Midwest Classic Conference,1,0.01
10876,CONFNO3,182,Midwest Conference,10,0.14
10876,CONFNO3,183,Minnesota Intercollegiate Ath Conf,10,0.14
10876,CONFNO3,123,Missouri Valley Conference,8,0.11
10876,CONFNO3,370,Mountain East Conference,10,0.14
10876,CONFNO3,203,Mountain West Conference,7,0.1
10876,CONFNO3,363,New England Collegiate Conference,7,0.1
10876,CONFNO3,185,New England Small College Ath Conf,10,0.14
10876,CONFNO3,186,New England Women's & Men's Athletic Conference,7,0.1
10876,CONFNO3,187,New Jersey Athletic Conference,9,0.13
10876,CONFNO3,215,North Atlantic Conference,6,0.09
10876,CONFNO3,189,North Coast Athletic Conference,10,0.14
10876,CONFNO3,365,North Eastern Athletic Conference,8,0.11
10876,CONFNO3,373,North Star Athletic Association,9,0.13
10876,CONFNO3,153,Northeast 10 Conference,15,0.21
10876,CONFNO3,125,Northeast Conference,8,0.11
10876,CONFNO3,359,Northern Athletics Collegiate Conference,11,0.16
10876,CONFNO3,155,Northern Sun Intercollegiate Conference,15,0.21
10876,CONFNO3,205,Northwest Conference,9,0.13
10876,CONFNO3,191,Ohio Athletic Conference,10,0.14
10876,CONFNO3,126,Ohio Valley Conference,12,0.17
10876,CONFNO3,192,Old Dominion Athletic Conference,11,0.16
10876,CONFNO3,156,Pacific West Conference,9,0.13
10876,CONFNO3,127,Pacific-12 Conference,17,0.24
10876,CONFNO3,128,Patriot League,6,0.09
10876,CONFNO3,157,Peach Belt Conference,13,0.18
10876,CONFNO3,193,Pennsylvania Athletic Conference,1,0.01
10876,CONFNO3,158,Pennsylvania State Athletic Conference,15,0.21
10876,CONFNO3,194,Presidents' Athletic Conference,10,0.14
10876,CONFNO3,353,Red River Athletic Conference,9,0.13
10876,CONFNO3,374,River States,1,0.01
10876,CONFNO3,159,Rocky Mountain Athletic Conference,9,0.13
10876,CONFNO3,196,Skyline Conference,9,0.13
10876,CONFNO3,340,Sooner Athletic Conference,9,0.13
10876,CONFNO3,160,South Atlantic Conference,11,0.16
10876,CONFNO3,130,Southeastern Conference,15,0.21
10876,CONFNO3,368,Southern Athletic Association,8,0.11
10876,CONFNO3,197,Southern California Intercoll Ath Conf,11,0.16
10876,CONFNO3,198,Southern Collegiate Athletic Conference,7,0.1
10876,CONFNO3,131,Southern Conference,7,0.1
10876,CONFNO3,161,Southern Intercollegiate Athletic Conf,12,0.17
10876,CONFNO3,334,Southern States Athletic Conference,10,0.14
10876,CONFNO3,132,Southland Conference,14,0.2
10876,CONFNO3,133,Southwestern Athletic Conference,10,0.14
10876,CONFNO3,195,St. Louis Intercollegiate Ath Conf,10,0.14
10876,CONFNO3,199,State University of New York Ath Conf,7,0.1
10876,CONFNO3,134,Sun Belt Conference,12,0.17
10876,CONFNO3,162,Sunshine State Conference,9,0.13
10876,CONFNO3,120,The Summit League,6,0.09
10876,CONFNO3,317,TranSouth Athletic Conference,1,0.01
10876,CONFNO3,171,USA South Athletic Conference,12,0.17
10876,CONFNO3,200,University Athletic Association,5,0.07
10876,CONFNO3,354,Upper Midwest Athletic Conference,8,0.11
10876,CONFNO3,201,Upstate Collegiate Athletic Association,8,0.11
10876,CONFNO3,136,West Coast Conference,10,0.14
10876,CONFNO3,163,West Virginia Intercollegiate Athletic Conf,2,0.03
10876,CONFNO3,137,Western Athletic Conference,10,0.14
10876,CONFNO3,202,Wisconsin Intercollegiate Ath Conf,9,0.13
10876,CONFNO3,307,Wolverine-Hoosier Athletic Conf,10,0.14
10876,CONFNO3,342,Other,4,0.06
10876,CONFNO3,-1,Not reported,20,0.28
10876,CONFNO3,-2,Not applicable,5874,83.37
10881,SPORT4,1,Yes,1302,18.48
10881,SPORT4,2,No,3730,52.94
10881,SPORT4,-1,Not reported,20,0.28
10881,SPORT4,-2,Not applicable,1994,28.3
10886,CONFNO4,214,Allegheny Mountain Collegiate Conference,7,0.1
10886,CONFNO4,101,America East,9,0.13
10886,CONFNO4,372,American Athletic Conference,10,0.14
10886,CONFNO4,319,American Midwest Conference,10,0.14
10886,CONFNO4,204,American Southwest Conference,12,0.17
10886,CONFNO4,316,Appalachian Athletic Conference,11,0.16
10886,CONFNO4,369,Association of Independent Institutions,9,0.13
10886,CONFNO4,103,Atlantic 10 Conference,14,0.2
10886,CONFNO4,102,Atlantic Coast Conference,15,0.21
10886,CONFNO4,135,Atlantic Sun Conference,8,0.11
10886,CONFNO4,104,Big East Conference,11,0.16
10886,CONFNO4,105,Big Sky Conference,12,0.17
10886,CONFNO4,106,Big South Conference,11,0.16
10886,CONFNO4,107,Big Ten Conference,14,0.2
10886,CONFNO4,108,Big Twelve Conference,10,0.14
10886,CONFNO4,109,Big West Conference,9,0.13
10886,CONFNO4,138,California Collegiate Athletic Assoc,12,0.17
10886,CONFNO4,301,California Pacific Conference,8,0.11
10886,CONFNO4,164,Capital Athletic Conference,10,0.14
10886,CONFNO4,328,Cascade Collegiate Conference,10,0.14
10886,CONFNO4,165,Centennial Conference,10,0.14
10886,CONFNO4,323,Central Atlantic Collegiate Conf,13,0.18
10886,CONFNO4,140,Central Intercollegiate Athletic Assoc,11,0.16
10886,CONFNO4,304,Chicagoland Collegiate Athletic Conf,13,0.18
10886,CONFNO4,166,City University of New York Ath Conf,10,0.14
10886,CONFNO4,167,College Conference of Illinois and Wisc,9,0.13
10886,CONFNO4,110,Colonial Athletic Association,10,0.14
10886,CONFNO4,364,Colonial States Athletic Conference,9,0.13
10886,CONFNO4,168,Commonwealth Coast Conference,10,0.14
10886,CONFNO4,207,Commonwealth Conference,2,0.03
10886,CONFNO4,139,Conference Carolinas,12,0.17
10886,CONFNO4,111,Conference USA,13,0.18
10886,CONFNO4,305,Crossroads League,10,0.14
10886,CONFNO4,112,Division I Independents,1,0.01
10886,CONFNO4,141,Division II Independents,4,0.06
10886,CONFNO4,170,Division III Independents,10,0.14
10886,CONFNO4,151,East Coast Conference,8,0.11
10886,CONFNO4,115,Eastern College Athletic Conference,6,0.09
10886,CONFNO4,172,Empire Eight,9,0.13
10886,CONFNO4,333,Florida Sun Conference,9,0.13
10886,CONFNO4,208,Freedom Conference,2,0.03
10886,CONFNO4,352,Frontier Conference,5,0.07
10886,CONFNO4,302,Golden State Athletic Conference,9,0.13
10886,CONFNO4,367,Great American Conference,12,0.17
10886,CONFNO4,144,Great Lakes Intercollegiate Ath Conf,15,0.21
10886,CONFNO4,145,Great Lakes Valley Conference,15,0.21
10886,CONFNO4,371,Great Midwest Athletic Conference,8,0.11
10886,CONFNO4,174,Great Northeast Athletic Conference,13,0.18
10886,CONFNO4,213,Great Northwest Athletic Conference,9,0.13
10886,CONFNO4,311,Great Plains Athletic Conference,11,0.16
10886,CONFNO4,360,Great South Athletic Conference,2,0.03
10886,CONFNO4,337,Gulf Coast Athletic Conference,7,0.1
10886,CONFNO4,146,Gulf South Conference,12,0.17
10886,CONFNO4,320,Heart of America Athletic Conference,14,0.2
10886,CONFNO4,175,Heartland Collegiate Athletic Conference,10,0.14
10886,CONFNO4,209,Heartland Conference,9,0.13
10886,CONFNO4,122,Horizon League,9,0.13
10886,CONFNO4,303,Independent Far West Region,1,0.01
10886,CONFNO4,308,Independent Great Lakes Region,1,0.01
10886,CONFNO4,318,Independent Mid-South Region,2,0.03
10886,CONFNO4,322,Independent Midwest Region,2,0.03
10886,CONFNO4,327,Independent Northeast Region,1,0.01
10886,CONFNO4,331,Independent Pacific Northwest Region,1,0.01
10886,CONFNO4,335,Independent Southeast Region,6,0.09
10886,CONFNO4,176,Iowa Intercollegiate Athletic Conf,9,0.13
10886,CONFNO4,117,Ivy Group,9,0.13
10886,CONFNO4,309,Kansas Collegiate Athletic Conf,11,0.16
10886,CONFNO4,314,Kentucky Intercollegiate Ath Conf,9,0.13
10886,CONFNO4,361,Landmark Conference,8,0.11
10886,CONFNO4,178,Little East Conference,7,0.1
10886,CONFNO4,147,Lone Star Conference,10,0.14
10886,CONFNO4,179,Massachusetts State College Ath Assoc,7,0.1
10886,CONFNO4,118,Metro Atlantic Athletic Conference,11,0.16
10886,CONFNO4,180,Michigan Intercollegiate Athletic Assoc,9,0.13
10886,CONFNO4,148,Mid-America Intercollegiate Ath Assoc,13,0.18
10886,CONFNO4,119,Mid-American Conference,12,0.17
10886,CONFNO4,121,Mid-Eastern Athletic Conference,13,0.18
10886,CONFNO4,315,Mid-South Conference,9,0.13
10886,CONFNO4,181,Middle Atlantic States Athletic Corporation,12,0.17
10886,CONFNO4,310,Midlands Collegiate Athletic Conf,1,0.01
10886,CONFNO4,182,Midwest Conference,11,0.16
10886,CONFNO4,183,Minnesota Intercollegiate Ath Conf,12,0.17
10886,CONFNO4,123,Missouri Valley Conference,10,0.14
10886,CONFNO4,370,Mountain East Conference,10,0.14
10886,CONFNO4,203,Mountain West Conference,11,0.16
10886,CONFNO4,363,New England Collegiate Conference,9,0.13
10886,CONFNO4,185,New England Small College Ath Conf,11,0.16
10886,CONFNO4,186,New England Women's & Men's Athletic Conference,10,0.14
10886,CONFNO4,187,New Jersey Athletic Conference,7,0.1
10886,CONFNO4,215,North Atlantic Conference,8,0.11
10886,CONFNO4,189,North Coast Athletic Conference,9,0.13
10886,CONFNO4,365,North Eastern Athletic Conference,10,0.14
10886,CONFNO4,373,North Star Athletic Association,6,0.09
10886,CONFNO4,153,Northeast 10 Conference,15,0.21
10886,CONFNO4,125,Northeast Conference,12,0.17
10886,CONFNO4,359,Northern Athletics Conference,13,0.18
10886,CONFNO4,155,Northern Sun Intercollegiate Conference,15,0.21
10886,CONFNO4,205,Northwest Conference,9,0.13
10886,CONFNO4,191,Ohio Athletic Conference,10,0.14
10886,CONFNO4,126,Ohio Valley Conference,12,0.17
10886,CONFNO4,192,Old Dominion Athletic Conference,12,0.17
10886,CONFNO4,156,Pacific West Conference,13,0.18
10886,CONFNO4,127,Pacific-12 Conference,18,0.26
10886,CONFNO4,128,Patriot League,10,0.14
10886,CONFNO4,157,Peach Belt Conference,13,0.18
10886,CONFNO4,193,Pennsylvania Athletic Conference,2,0.03
10886,CONFNO4,158,Pennsylvania State Athletic Conference,17,0.24
10886,CONFNO4,194,Presidents' Athletic Conference,10,0.14
10886,CONFNO4,353,Red River Athletic Conference,9,0.13
10886,CONFNO4,374,River States,2,0.03
10886,CONFNO4,159,Rocky Mountain Athletic Conference,15,0.21
10886,CONFNO4,196,Skyline Conference,10,0.14
10886,CONFNO4,340,Sooner Athletic Conference,10,0.14
10886,CONFNO4,160,South Atlantic Conference,12,0.17
10886,CONFNO4,130,Southeastern Conference,15,0.21
10886,CONFNO4,368,Southern Athletic Association,8,0.11
10886,CONFNO4,197,Southern California Intercoll Ath Conf,12,0.17
10886,CONFNO4,198,Southern Collegiate Athletic Conference,8,0.11
10886,CONFNO4,131,Southern Conference,9,0.13
10886,CONFNO4,161,Southern Intercollegiate Athletic Conf,12,0.17
10886,CONFNO4,334,Southern States Athletic Conference,8,0.11
10886,CONFNO4,132,Southland Conference,13,0.18
10886,CONFNO4,133,Southwestern Athletic Conference,9,0.13
10886,CONFNO4,195,St. Louis Intercollegiate Ath Conf,8,0.11
10886,CONFNO4,199,State University of New York Ath Conf,10,0.14
10886,CONFNO4,134,Sun Belt Conference,12,0.17
10886,CONFNO4,162,Sunshine State Conference,7,0.1
10886,CONFNO4,120,The Summit League,8,0.11
10886,CONFNO4,317,TranSouth Athletic Conference,1,0.01
10886,CONFNO4,171,USA South Athletic Conference,13,0.18
10886,CONFNO4,200,University Athletic Association,9,0.13
10886,CONFNO4,354,Upper Midwest Athletic Conference,8,0.11
10886,CONFNO4,201,Upstate Collegiate Athletic Association,8,0.11
10886,CONFNO4,136,West Coast Conference,8,0.11
10886,CONFNO4,163,West Virginia Intercollegiate Athletic Conf,2,0.03
10886,CONFNO4,137,Western Athletic Conference,8,0.11
10886,CONFNO4,202,Wisconsin Intercollegiate Ath Conf,9,0.13
10886,CONFNO4,307,Wolverine-Hoosier Athletic Conf,10,0.14
10886,CONFNO4,342,Other,7,0.1
10886,CONFNO4,-1,Not reported,20,0.28
10886,CONFNO4,-2,Not applicable,5724,81.24
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,